epoch,lambda2,train_acc,test_acc,overfit_gap
1,1e-05,0.7593214285714286,0.7489285714285714,0.010392857142857204
2,1e-05,0.79025,0.7770714285714285,0.013178571428571484
3,1e-05,0.8034107142857143,0.8126428571428571,-0.0092321428571428
4,1e-05,0.7736785714285714,0.7497857142857143,0.02389285714285716
5,1e-05,0.8056964285714285,0.7953571428571429,0.010339285714285662
6,1e-05,0.8075357142857142,0.8048571428571428,0.002678571428571419
7,1e-05,0.8204821428571428,0.8096428571428571,0.010839285714285718
8,1e-05,0.8221607142857142,0.8099285714285714,0.012232142857142803
9,1e-05,0.8028035714285714,0.8108571428571428,-0.008053571428571438
10,1e-05,0.8177678571428572,0.8139285714285714,0.0038392857142857117
11,1e-05,0.82975,0.828,0.0017500000000000293
12,1e-05,0.8207857142857143,0.8090714285714286,0.011714285714285788
13,1e-05,0.8310714285714286,0.822,0.00907142857142862
14,1e-05,0.8346785714285714,0.8166428571428571,0.018035714285714266
15,1e-05,0.8373928571428572,0.831,0.0063928571428572
16,1e-05,0.8085535714285714,0.8130714285714286,-0.004517857142857129
17,1e-05,0.8195357142857143,0.8109285714285714,0.008607142857142813
18,1e-05,0.8226785714285715,0.8132857142857143,0.009392857142857203
19,1e-05,0.8334107142857143,0.8267142857142857,0.006696428571428603
20,1e-05,0.829875,0.8252142857142857,0.004660714285714351
21,1e-05,0.8384464285714286,0.8292142857142857,0.009232142857142911
22,1e-05,0.8475,0.8381428571428572,0.009357142857142842
23,1e-05,0.8131785714285714,0.8053571428571429,0.007821428571428535
24,1e-05,0.8356428571428571,0.8226428571428571,0.013000000000000012
25,1e-05,0.8278928571428571,0.8217857142857142,0.0061071428571428665
26,1e-05,0.8407857142857142,0.8264285714285714,0.014357142857142846
27,1e-05,0.8257321428571428,0.8190714285714286,0.006660714285714242
28,1e-05,0.8314642857142858,0.8155714285714286,0.015892857142857153
29,1e-05,0.8197857142857143,0.8142142857142857,0.0055714285714286715
30,1e-05,0.80825,0.7935714285714286,0.01467857142857143
31,1e-05,0.8433571428571428,0.8294285714285714,0.013928571428571401
32,1e-05,0.7643928571428571,0.7827857142857143,-0.01839285714285721
33,1e-05,0.7752321428571428,0.7955714285714286,-0.020339285714285782
34,1e-05,0.8198214285714286,0.8178571428571428,0.0019642857142857517
35,1e-05,0.8385,0.8267857142857142,0.011714285714285788
36,1e-05,0.7993571428571429,0.8051428571428572,-0.005785714285714283
37,1e-05,0.789375,0.7584285714285715,0.030946428571428597
38,1e-05,0.8007142857142857,0.7864285714285715,0.014285714285714235
39,1e-05,0.8094821428571428,0.8025714285714286,0.0069107142857142145
40,1e-05,0.7695,0.7851428571428571,-0.01564285714285718
41,1e-05,0.8342142857142857,0.83,0.004214285714285726
