epoch,train_acc,test_acc,overfit_gap
1,0.7829464077949524,0.8207857012748718,-0.037839293479919434
2,0.8180714249610901,0.8341428637504578,-0.016071438789367676
3,0.8262678384780884,0.8134285807609558,0.012839257717132568
4,0.8297500014305115,0.8453571200370789,-0.015607118606567383
5,0.8330535888671875,0.7804285883903503,0.05262500047683716
6,0.8372856974601746,0.8244285583496094,0.012857139110565186
7,0.837071418762207,0.796999990940094,0.04007142782211304
8,0.8408035635948181,0.8175714015960693,0.02323216199874878
9,0.8419821262359619,0.8518571257591248,-0.009874999523162842
10,0.842339277267456,0.8334285616874695,0.008910715579986572
11,0.8413749933242798,0.8391428589820862,0.0022321343421936035
12,0.8428393006324768,0.8377857208251953,0.005053579807281494
13,0.843500018119812,0.8479999899864197,-0.004499971866607666
14,0.8501428365707397,0.8287143111228943,0.02142852544784546
15,0.8492143154144287,0.8507857322692871,-0.0015714168548583984
16,0.8493571281433105,0.8266428709030151,0.02271425724029541
17,0.8516607284545898,0.8501428365707397,0.0015178918838500977
18,0.848642885684967,0.8442142605781555,0.0044286251068115234
19,0.8485714197158813,0.8337143063545227,0.014857113361358643
20,0.8478392958641052,0.8414999842643738,0.006339311599731445
21,0.849142849445343,0.8492143154144287,-7.146596908569336e-05
22,0.8520535826683044,0.8470714092254639,0.004982173442840576
23,0.8518036007881165,0.821571409702301,0.03023219108581543
24,0.852392852306366,0.8442857265472412,0.008107125759124756
25,0.8533035516738892,0.8427143096923828,0.010589241981506348
26,0.8505892753601074,0.847428560256958,0.003160715103149414
27,0.8500357270240784,0.8427857160568237,0.007250010967254639
28,0.8499464392662048,0.8386428356170654,0.011303603649139404
29,0.8479642868041992,0.8385714292526245,0.009392857551574707
30,0.8487499952316284,0.847428560256958,0.0013214349746704102
31,0.8499285578727722,0.848714292049408,0.0012142658233642578
32,0.8482678532600403,0.8493571281433105,-0.0010892748832702637
33,0.8466071486473083,0.848642885684967,-0.0020357370376586914
34,0.8470892906188965,0.8557142615318298,-0.00862497091293335
35,0.8485178351402283,0.862500011920929,-0.013982176780700684
36,0.850553572177887,0.850857138633728,-0.00030356645584106445
37,0.8493035435676575,0.8184999823570251,0.030803561210632324
38,0.8512499928474426,0.8421428799629211,0.009107112884521484
39,0.8483392596244812,0.8174285888671875,0.0309106707572937
40,0.8518214225769043,0.8551428318023682,-0.003321409225463867
41,0.8504999876022339,0.8500714302062988,0.0004285573959350586
42,0.8506428599357605,0.8530714511871338,-0.002428591251373291
43,0.8539464473724365,0.8342857360839844,0.01966071128845215
44,0.8515714406967163,0.8325714468955994,0.018999993801116943
45,0.8512678742408752,0.8589285612106323,-0.00766068696975708
46,0.8548750281333923,0.8510000109672546,0.0038750171661376953
