n_hidden,layer_size,eta,activation,n_epochs,optimizer,train_acc,val_acc,test_acc
3,25,1.0,leaky_ReLU,100,train_network_stocastic_ADAM,0.096,0.09,0.09
3,25,1.0,leaky_ReLU,100,train_network_stocastic_momentum,0.096,0.09,0.09
3,25,1.0,leaky_ReLU,100,train_network_momentum,0.096,0.09,0.09
3,25,0.1,sigmoid,100,train_network_SRMSprop,0.888,0.808,0.772
3,25,0.1,sigmoid,100,train_network_stocastic_ADAM,0.096,0.09,0.09
3,25,0.1,sigmoid,100,train_network_stocastic_momentum,0.10666666666666667,0.124,0.102
3,25,0.1,sigmoid,100,train_network_momentum,0.096,0.09,0.09
3,25,0.1,ReLU,100,train_network_SRMSprop,0.096,0.09,0.09
3,25,0.1,ReLU,100,train_network_stocastic_ADAM,0.096,0.09,0.09
3,25,0.1,ReLU,100,train_network_stocastic_momentum,0.096,0.09,0.09
3,25,0.1,ReLU,100,train_network_momentum,0.096,0.09,0.09
3,25,0.1,leaky_ReLU,100,train_network_SRMSprop,0.096,0.09,0.09
3,25,0.1,leaky_ReLU,100,train_network_stocastic_ADAM,0.096,0.09,0.09
3,25,0.1,leaky_ReLU,100,train_network_stocastic_momentum,0.096,0.09,0.09
3,25,0.1,leaky_ReLU,100,train_network_momentum,0.096,0.09,0.09
3,25,0.01,sigmoid,100,train_network_SRMSprop,0.9973333333333333,0.832,0.852
3,25,0.01,sigmoid,100,train_network_stocastic_ADAM,0.998,0.882,0.87
3,25,0.01,sigmoid,100,train_network_stocastic_momentum,0.9773333333333334,0.88,0.866
3,25,0.01,sigmoid,100,train_network_momentum,0.14866666666666667,0.038,0.156
3,25,0.01,ReLU,100,train_network_SRMSprop,0.096,0.09,0.09
3,25,0.01,ReLU,100,train_network_stocastic_ADAM,0.096,0.09,0.09
3,25,0.01,ReLU,100,train_network_stocastic_momentum,0.096,0.09,0.09
3,25,0.01,ReLU,100,train_network_momentum,0.096,0.09,0.09
3,25,0.01,leaky_ReLU,100,train_network_SRMSprop,0.096,0.09,0.09
3,25,0.01,leaky_ReLU,100,train_network_stocastic_ADAM,0.096,0.09,0.09
3,25,0.01,leaky_ReLU,100,train_network_stocastic_momentum,0.096,0.09,0.09
3,25,0.01,leaky_ReLU,100,train_network_momentum,0.096,0.09,0.09
3,250,1.0,sigmoid,100,train_network_SRMSprop,0.096,0.09,0.09
3,250,1.0,sigmoid,100,train_network_stocastic_ADAM,0.096,0.09,0.09
3,250,1.0,sigmoid,100,train_network_stocastic_momentum,0.096,0.09,0.09
3,250,1.0,sigmoid,100,train_network_momentum,0.096,0.09,0.09
3,250,1.0,ReLU,100,train_network_SRMSprop,0.096,0.09,0.09
3,250,1.0,ReLU,100,train_network_stocastic_ADAM,0.096,0.09,0.09
3,250,1.0,ReLU,100,train_network_stocastic_momentum,0.096,0.09,0.09
3,250,1.0,ReLU,100,train_network_momentum,0.096,0.09,0.09
3,250,1.0,leaky_ReLU,100,train_network_SRMSprop,0.096,0.09,0.09
3,250,1.0,leaky_ReLU,100,train_network_stocastic_ADAM,0.096,0.09,0.09
3,250,1.0,leaky_ReLU,100,train_network_stocastic_momentum,0.096,0.09,0.09
3,250,1.0,leaky_ReLU,100,train_network_momentum,0.096,0.09,0.09
3,250,0.1,sigmoid,100,train_network_SRMSprop,0.10333333333333333,0.116,0.108
3,250,0.1,sigmoid,100,train_network_stocastic_ADAM,0.09533333333333334,0.096,0.104
3,250,0.1,sigmoid,100,train_network_stocastic_momentum,0.10266666666666667,0.122,0.104
3,250,0.1,sigmoid,100,train_network_momentum,0.096,0.09,0.09
3,250,0.1,ReLU,100,train_network_SRMSprop,0.096,0.09,0.09
3,250,0.1,ReLU,100,train_network_stocastic_ADAM,0.096,0.09,0.09
3,250,0.1,ReLU,100,train_network_stocastic_momentum,0.096,0.09,0.09
3,250,0.1,ReLU,100,train_network_momentum,0.096,0.09,0.09
3,250,0.1,leaky_ReLU,100,train_network_SRMSprop,0.096,0.09,0.09
3,250,0.1,leaky_ReLU,100,train_network_stocastic_ADAM,0.096,0.09,0.09
3,250,0.1,leaky_ReLU,100,train_network_stocastic_momentum,0.096,0.09,0.09
3,250,0.1,leaky_ReLU,100,train_network_momentum,0.096,0.09,0.09
3,250,0.01,sigmoid,100,train_network_SRMSprop,0.9893333333333333,0.9,0.878
3,250,0.01,sigmoid,100,train_network_stocastic_ADAM,0.9733333333333334,0.872,0.87
3,250,0.01,sigmoid,100,train_network_stocastic_momentum,0.23533333333333334,0.27,0.228
3,250,0.01,sigmoid,100,train_network_momentum,0.096,0.09,0.09
3,250,0.01,ReLU,100,train_network_SRMSprop,0.096,0.09,0.09
3,250,0.01,ReLU,100,train_network_stocastic_ADAM,0.096,0.09,0.09
3,250,0.01,ReLU,100,train_network_stocastic_momentum,0.096,0.09,0.09
3,250,0.01,ReLU,100,train_network_momentum,0.096,0.09,0.09
3,250,0.01,leaky_ReLU,100,train_network_SRMSprop,0.096,0.09,0.09
3,250,0.01,leaky_ReLU,100,train_network_stocastic_ADAM,0.096,0.09,0.09
3,250,0.01,leaky_ReLU,100,train_network_stocastic_momentum,0.096,0.09,0.09
3,250,0.01,leaky_ReLU,100,train_network_momentum,0.096,0.09,0.09
3,1000,1.0,sigmoid,100,train_network_SRMSprop,0.096,0.09,0.09
3,1000,1.0,sigmoid,100,train_network_stocastic_ADAM,0.096,0.09,0.09
3,1000,1.0,sigmoid,100,train_network_stocastic_momentum,0.096,0.09,0.09
3,1000,1.0,sigmoid,100,train_network_momentum,0.096,0.09,0.09
3,1000,1.0,ReLU,100,train_network_SRMSprop,0.096,0.09,0.09
3,1000,1.0,ReLU,100,train_network_stocastic_ADAM,0.096,0.09,0.09
3,1000,1.0,ReLU,100,train_network_stocastic_momentum,0.096,0.09,0.09
3,1000,1.0,ReLU,100,train_network_momentum,0.096,0.09,0.09
3,1000,1.0,leaky_ReLU,100,train_network_SRMSprop,0.096,0.09,0.09
3,1000,1.0,leaky_ReLU,100,train_network_stocastic_ADAM,0.096,0.09,0.09
3,1000,1.0,leaky_ReLU,100,train_network_stocastic_momentum,0.096,0.09,0.09
3,1000,1.0,leaky_ReLU,100,train_network_momentum,0.096,0.09,0.09
3,1000,0.1,sigmoid,100,train_network_SRMSprop,0.10733333333333334,0.11,0.124
3,1000,0.1,sigmoid,100,train_network_stocastic_ADAM,0.096,0.09,0.09
3,1000,0.1,sigmoid,100,train_network_stocastic_momentum,0.096,0.09,0.09
3,1000,0.1,sigmoid,100,train_network_momentum,0.096,0.09,0.09
3,1000,0.1,ReLU,100,train_network_SRMSprop,0.096,0.09,0.09
3,1000,0.1,ReLU,100,train_network_stocastic_ADAM,0.096,0.09,0.09
3,1000,0.1,ReLU,100,train_network_stocastic_momentum,0.096,0.09,0.09
3,1000,0.1,ReLU,100,train_network_momentum,0.096,0.09,0.09
3,1000,0.1,leaky_ReLU,100,train_network_SRMSprop,0.096,0.09,0.09
3,1000,0.1,leaky_ReLU,100,train_network_stocastic_ADAM,0.096,0.09,0.09
3,1000,0.1,leaky_ReLU,100,train_network_stocastic_momentum,0.096,0.09,0.09
3,1000,0.1,leaky_ReLU,100,train_network_momentum,0.096,0.09,0.09
3,1000,0.01,sigmoid,100,train_network_SRMSprop,0.916,0.828,0.82
3,1000,0.01,sigmoid,100,train_network_stocastic_ADAM,0.17666666666666667,0.162,0.182
3,1000,0.01,sigmoid,100,train_network_stocastic_momentum,0.10733333333333334,0.094,0.104
3,1000,0.01,sigmoid,100,train_network_momentum,0.096,0.09,0.09
3,1000,0.01,ReLU,100,train_network_SRMSprop,0.096,0.09,0.09
3,1000,0.01,ReLU,100,train_network_stocastic_ADAM,0.096,0.09,0.09
3,1000,0.01,ReLU,100,train_network_stocastic_momentum,0.096,0.09,0.09
3,1000,0.01,ReLU,100,train_network_momentum,0.096,0.09,0.09
3,1000,0.01,leaky_ReLU,100,train_network_SRMSprop,0.096,0.09,0.09
3,1000,0.01,leaky_ReLU,100,train_network_stocastic_ADAM,0.096,0.09,0.09
3,1000,0.01,leaky_ReLU,100,train_network_stocastic_momentum,0.096,0.09,0.09
3,1000,0.01,leaky_ReLU,100,train_network_momentum,0.096,0.09,0.09
