epoch,train_acc,test_acc,overfit_gap
1,0.7904821634292603,0.8119285702705383,-0.021446406841278076
2,0.8266785740852356,0.8259999752044678,0.0006785988807678223
3,0.8271250128746033,0.7971428632736206,0.029982149600982666
4,0.8297500014305115,0.8090000152587891,0.020749986171722412
5,0.8294821381568909,0.8286428451538086,0.0008392930030822754
6,0.8317142724990845,0.8205000162124634,0.011214256286621094
7,0.8335357308387756,0.8522142767906189,-0.01867854595184326
8,0.8339821696281433,0.80778568983078,0.02619647979736328
9,0.8341428637504578,0.8475000262260437,-0.013357162475585938
10,0.8418214321136475,0.8015000224113464,0.040321409702301025
11,0.8404821157455444,0.8401428461074829,0.00033926963806152344
12,0.839821457862854,0.8422142863273621,-0.0023928284645080566
13,0.838107168674469,0.8355000019073486,0.0026071667671203613
14,0.8399642705917358,0.8385714292526245,0.0013928413391113281
15,0.8398928642272949,0.8236428499221802,0.016250014305114746
16,0.8411428332328796,0.8626428842544556,-0.021500051021575928
17,0.8426964282989502,0.8465714454650879,-0.0038750171661376953
18,0.8453214168548584,0.8347856998443604,0.010535717010498047
19,0.8436785936355591,0.8627142906188965,-0.019035696983337402
20,0.8465357422828674,0.8489999771118164,-0.0024642348289489746
21,0.8431606888771057,0.8533571362495422,-0.010196447372436523
22,0.8476607203483582,0.8289285898208618,0.018732130527496338
23,0.852571427822113,0.8232142925262451,0.02935713529586792
24,0.8498571515083313,0.846928596496582,0.0029285550117492676
25,0.8485714197158813,0.8175714015960693,0.03100001811981201
26,0.8509643077850342,0.8280714154243469,0.022892892360687256
27,0.8557678461074829,0.8517857193946838,0.003982126712799072
28,0.8555356860160828,0.8634999990463257,-0.00796431303024292
29,0.8551428318023682,0.7972857356071472,0.05785709619522095
30,0.8575893044471741,0.8460000157356262,0.011589288711547852
31,0.8548928499221802,0.8413571715354919,0.013535678386688232
32,0.8560000061988831,0.8222857117652893,0.03371429443359375
33,0.8575178384780884,0.8542143106460571,0.00330352783203125
34,0.8558571338653564,0.855571448802948,0.00028568506240844727
35,0.8582321405410767,0.7848571538925171,0.07337498664855957
36,0.8591071367263794,0.8594285845756531,-0.00032144784927368164
37,0.8601607084274292,0.8231428861618042,0.037017822265625
38,0.8581607341766357,0.8560000061988831,0.0021607279777526855
39,0.8608928322792053,0.8385714292526245,0.02232140302658081
40,0.8615714311599731,0.8430714011192322,0.018500030040740967
41,0.8552678823471069,0.8300714492797852,0.025196433067321777
42,0.8601250052452087,0.8568571209907532,0.0032678842544555664
43,0.861214280128479,0.8645714521408081,-0.0033571720123291016
44,0.8620892763137817,0.8715000152587891,-0.009410738945007324
45,0.866107165813446,0.8656428456306458,0.00046432018280029297
46,0.864892840385437,0.8477857112884521,0.017107129096984863
47,0.8675000071525574,0.862500011920929,0.004999995231628418
48,0.864642858505249,0.838785707950592,0.025857150554656982
49,0.8633571267127991,0.8600000143051147,0.003357112407684326
50,0.8624464273452759,0.8414999842643738,0.0209464430809021
51,0.8667857050895691,0.8644285798072815,0.0023571252822875977
52,0.8668214082717896,0.8715000152587891,-0.004678606986999512
53,0.8666428327560425,0.8617857098579407,0.004857122898101807
54,0.8693749904632568,0.8288571238517761,0.04051786661148071
55,0.8685892820358276,0.8539285659790039,0.01466071605682373
56,0.8725357055664062,0.854357123374939,0.018178582191467285
57,0.8715357184410095,0.8661428689956665,0.005392849445343018
58,0.8700178861618042,0.8591428399085999,0.010875046253204346
59,0.8695178627967834,0.8544999957084656,0.015017867088317871
60,0.8724285960197449,0.8570713996887207,0.01535719633102417
61,0.8737678527832031,0.8501428365707397,0.02362501621246338
62,0.8736607432365417,0.8515714406967163,0.02208930253982544
63,0.8748571276664734,0.8620714545249939,0.012785673141479492
64,0.8748035430908203,0.8589285612106323,0.01587498188018799
65,0.8780535459518433,0.8435714244842529,0.03448212146759033
66,0.8758035898208618,0.8512142896652222,0.02458930015563965
67,0.8776428699493408,0.8602142930030823,0.017428576946258545
68,0.8756428360939026,0.8650714159011841,0.010571420192718506
69,0.8756071329116821,0.850857138633728,0.0247499942779541
70,0.8759821653366089,0.8647142648696899,0.011267900466918945
71,0.8740178346633911,0.8342857360839844,0.03973209857940674
72,0.8757143020629883,0.8547857403755188,0.020928561687469482
73,0.8752142786979675,0.8604999780654907,0.014714300632476807
74,0.8745535612106323,0.8597857356071472,0.014767825603485107
75,0.8749285936355591,0.8522857427597046,0.022642850875854492
76,0.8766250014305115,0.8569999933242798,0.01962500810623169
77,0.8738035559654236,0.8640000224113464,0.009803533554077148
78,0.8780357241630554,0.8454285860061646,0.03260713815689087
79,0.878178596496582,0.8459285497665405,0.032250046730041504
80,0.8773036003112793,0.8561428785324097,0.02116072177886963
81,0.876714289188385,0.8581428527832031,0.018571436405181885
82,0.8766428828239441,0.8528571724891663,0.023785710334777832
83,0.8772500157356262,0.8640000224113464,0.013249993324279785
84,0.8802857398986816,0.8402143120765686,0.04007142782211304
85,0.8807678818702698,0.8564285635948181,0.02433931827545166
86,0.8800356984138489,0.8507142663002014,0.02932143211364746
87,0.8800714015960693,0.8537142872810364,0.02635711431503296
88,0.8821607232093811,0.8470714092254639,0.035089313983917236
89,0.8821428418159485,0.8035714030265808,0.07857143878936768
90,0.8824821710586548,0.8532142639160156,0.02926790714263916
91,0.885660707950592,0.8462857007980347,0.03937500715255737
92,0.8848214149475098,0.8699285984039307,0.014892816543579102
93,0.881928563117981,0.8640714287757874,0.017857134342193604
94,0.881553590297699,0.868571400642395,0.012982189655303955
95,0.8823750019073486,0.8547857403755188,0.027589261531829834
96,0.8801249861717224,0.8452857136726379,0.03483927249908447
97,0.8827857375144958,0.8659999966621399,0.016785740852355957
98,0.8810535669326782,0.8706428408622742,0.010410726070404053
99,0.8812857270240784,0.8633571267127991,0.017928600311279297
100,0.8825356960296631,0.8565000295639038,0.026035666465759277
