epoch,train_acc,test_acc,overfit_gap
1,0.9491785714285714,0.9414285714285714,0.007750000000000035
2,0.9387857142857143,0.9435,-0.004714285714285671
3,0.9548928571428571,0.9490714285714286,0.005821428571428533
4,0.9669821428571429,0.9514285714285714,0.0155535714285715
5,0.9638571428571429,0.9535714285714286,0.010285714285714231
6,0.9578571428571429,0.9487857142857142,0.00907142857142862
7,0.9657321428571428,0.9521428571428572,0.013589285714285637
8,0.9601071428571428,0.9567142857142857,0.0033928571428570864
9,0.9698392857142857,0.9581428571428572,0.011696428571428497
10,0.967875,0.9565,0.011375000000000024
11,0.9713392857142857,0.9595,0.011839285714285719
12,0.9640535714285714,0.9590714285714286,0.004982142857142824
13,0.9709821428571429,0.9545,0.01648214285714289
14,0.976125,0.9614285714285714,0.01469642857142861
15,0.9770357142857143,0.9606428571428571,0.01639285714285721
16,0.9700535714285714,0.9522142857142857,0.017839285714285724
17,0.9653035714285715,0.9496428571428571,0.01566071428571436
18,0.9730892857142858,0.9576428571428571,0.015446428571428639
19,0.9716428571428571,0.9637857142857142,0.007857142857142896
20,0.9709821428571429,0.9557857142857142,0.015196428571428666
21,0.9736428571428571,0.9615,0.012142857142857122
22,0.9801964285714285,0.9605714285714285,0.019625000000000004
23,0.9762678571428571,0.9600714285714286,0.016196428571428556
24,0.9721607142857143,0.9644285714285714,0.007732142857142854
25,0.9766964285714286,0.9625714285714285,0.014125000000000054
26,0.9781785714285715,0.9646428571428571,0.013535714285714318
27,0.9757142857142858,0.9624285714285714,0.013285714285714345
28,0.9826785714285714,0.9670714285714286,0.01560714285714282
29,0.9746964285714286,0.9622857142857143,0.012410714285714275
30,0.9752857142857143,0.9619285714285715,0.013357142857142845
31,0.9748571428571429,0.9611428571428572,0.013714285714285679
32,0.9783035714285714,0.9600714285714286,0.018232142857142808
33,0.978125,0.9688571428571429,0.009267857142857161
34,0.97625,0.9605,0.01574999999999993
35,0.9804821428571429,0.9653571428571428,0.015125000000000055
36,0.9792678571428571,0.9607142857142857,0.01855357142857139
37,0.9761428571428571,0.9629285714285715,0.013214285714285623
38,0.9775535714285715,0.9617142857142857,0.015839285714285722
39,0.9829285714285714,0.9674285714285714,0.015499999999999958
40,0.97675,0.9602142857142857,0.01653571428571432
41,0.975125,0.9608571428571429,0.014267857142857165
42,0.97975,0.9632142857142857,0.01653571428571432
43,0.9795,0.9623571428571429,0.017142857142857126
44,0.9802321428571429,0.9640714285714286,0.016160714285714306
45,0.9783571428571428,0.9605714285714285,0.017785714285714294
46,0.9802142857142857,0.9612857142857143,0.018928571428571406
47,0.9794464285714286,0.9655,0.013946428571428582
48,0.9803571428571428,0.9643571428571428,0.016000000000000014
49,0.9844464285714286,0.9596428571428571,0.02480357142857148
50,0.9830892857142857,0.9617142857142857,0.021374999999999922
51,0.9802142857142857,0.9645,0.01571428571428568
52,0.9824464285714286,0.9602857142857143,0.02216071428571431
53,0.985125,0.9665714285714285,0.018553571428571503
54,0.9799285714285715,0.9642142857142857,0.01571428571428579
